scenario,fault,run_id,metric,service,parent,lag,n,marginal,residual_carry,counterfactual
carts_cpu,cpu,2,cpu,carts,front-end,5,716,97.69017708080236,7.603920928048039,7.603808762060052
carts_cpu,cpu,2,cpu,carts,front-end,15,706,97.90543982715974,11.047389080242981,11.047399563478859
carts_cpu,cpu,2,cpu,carts,front-end,30,691,98.09804841541845,12.121054522600854,12.121121928766632
carts_cpu,cpu,2,cpu,user,front-end,5,716,7.520332146228359,6.437973939638118,6.243488902639243
carts_cpu,cpu,2,cpu,user,front-end,15,706,7.484901276777989,9.550833034701036,9.78243023492892
carts_cpu,cpu,2,cpu,user,front-end,30,691,7.50997298782339,10.11098654399243,10.09683095112406
carts_cpu,cpu,2,cpu,orders,front-end,5,716,33.858567478941545,10.05004800545097,10.05004800545097
carts_cpu,cpu,2,cpu,orders,front-end,15,706,33.605444057106816,17.36322230026705,17.36322230026705
carts_cpu,cpu,2,cpu,orders,front-end,30,691,33.405793631918606,21.67980065327075,21.67980065327075
carts_cpu,cpu,2,cpu,payment,orders,5,716,8.128461135698533,7.389637963273775,7.389637963273775
carts_cpu,cpu,2,cpu,payment,orders,15,706,7.64992489557918,10.83830633235326,10.83830633235326
carts_cpu,cpu,2,cpu,payment,orders,30,691,7.406946766169292,11.223685058769416,11.223685058769416
carts_cpu,cpu,2,cpu,shipping,orders,5,716,46.425848446712806,15.432721578552478,15.432721578552478
carts_cpu,cpu,2,cpu,shipping,orders,15,706,46.960804878861545,36.127238958424776,36.127238958424776
carts_cpu,cpu,2,cpu,shipping,orders,30,691,47.50108054585706,50.2336613388089,50.2336613388089
carts_cpu,cpu,2,mem,catalogue,front-end,5,716,0.7669697041632215,0.08130733880444445,0.08130733880444445
carts_cpu,cpu,2,mem,catalogue,front-end,15,706,0.7721955311940111,0.21754263708543717,0.21754263708543717
carts_cpu,cpu,2,mem,catalogue,front-end,30,691,0.7780449408359672,0.2290308668772414,0.2290308668772414
carts_cpu,cpu,2,mem,carts,front-end,5,716,1.7742574496802888,0.04615090563216985,0.033115909009044514
carts_cpu,cpu,2,mem,carts,front-end,15,706,1.7759178273354264,0.09557021745025691,0.06598034318519522
carts_cpu,cpu,2,mem,carts,front-end,30,691,1.7791605782972317,0.12226038335795375,0.09878830248074588
carts_cpu,cpu,2,mem,user,front-end,5,716,0.8117400891972955,0.11151654671725847,0.07142045777332023
