variant,injection_service,delta_pct,service,cpu_change_pct,sign_inverted
NEW_with_backpressure,ts-preserve-service,300,ts-food-service,42.59,False
NEW_with_backpressure,ts-preserve-service,300,ts-inside-payment-service,-12.26,True
NEW_with_backpressure,ts-preserve-service,300,ts-order-other-service,-0.08,True
NEW_with_backpressure,ts-preserve-service,300,ts-order-service,34.52,False
NEW_with_backpressure,ts-preserve-service,300,ts-payment-service,-12.84,True
NEW_with_backpressure,ts-preserve-service,300,ts-preserve-other-service,-10.01,True
NEW_with_backpressure,ts-preserve-service,300,ts-preserve-service,87.69,False
NEW_with_backpressure,ts-preserve-service,300,ts-price-service,19.56,False
NEW_with_backpressure,ts-preserve-service,300,ts-route-service,10.33,False
NEW_with_backpressure,ts-preserve-service,300,ts-seat-service,12.32,False
NEW_with_backpressure,ts-preserve-service,300,ts-security-service,44.52,False
NEW_with_backpressure,ts-preserve-service,300,ts-station-service,12.27,False
NEW_with_backpressure,ts-preserve-service,300,ts-ticketinfo-service,11.3,False
NEW_with_backpressure,ts-preserve-service,300,ts-train-service,8.79,False
NEW_with_backpressure,ts-preserve-service,300,ts-travel-service,31.41,False
NEW_with_backpressure,ts-preserve-service,300,ts-travel2-service,-10.73,True
NEW_with_backpressure,ts-preserve-service,300,ts-ui-dashboard,-0.46,True
NEW_with_backpressure,ts-preserve-service,300,ts-user-service,59.94,False
