scenario,target,fault,run_id,metric,other_service,n_pre,n_post,naive_post,backdoor_post,structural_post,naive_pre,backdoor_pre
orders_socket,orders,socket,1,mem,front-end,720,721,4.124133938178797,4.12457084940979,4.023681047494611,3.6284979692786052,3.629058652454182
orders_socket,orders,socket,1,mem,catalogue,720,721,1.015226799703301,1.0077526543993331,1.0265919802682535,0.1558637080959072,0.14928423605160476
orders_socket,orders,socket,1,mem,user,720,721,0.4513040095835868,0.44198742450167366,0.39740537485980376,0.22821083041758608,0.22470389273666877
orders_socket,orders,socket,1,mem,carts,720,721,0.03957766941085045,0.03994516686674599,0.041076622084910114,0.01402027336994421,0.013759328753383033
orders_socket,orders,socket,1,mem,payment,720,721,0.26626703050836614,0.2515118865141074,0.24621506958359116,0.40570778630987053,0.3842238448134384
orders_socket,orders,socket,1,mem,shipping,720,721,0.0011556712558376905,0.0011888798216050703,0.0012731544159266706,0.0006176805540808295,0.0006139540893791095
orders_socket,orders,socket,2,cpu,front-end,720,721,10.419341598191856,9.51111724663856,7.023636481590979,8.420715851875661,8.182318092595569
orders_socket,orders,socket,2,cpu,catalogue,720,721,23.2596984353268,22.942859314252413,7.089967358262841,9.020444193504545,8.96724852593721
orders_socket,orders,socket,2,cpu,user,720,721,24.95862700791181,25.458683794556674,9.729006149215891,10.311920601394304,10.28235492851872
orders_socket,orders,socket,2,cpu,carts,720,721,33.4788233827367,33.503954958857726,7.371416395215022,10.283773480078235,10.28124382806582
orders_socket,orders,socket,2,cpu,payment,720,721,29.226842532150588,28.757599281995937,12.443787997605305,8.75436770096265,8.708790827932559
orders_socket,orders,socket,2,cpu,shipping,720,721,39.53412238469347,46.84744958642371,49.60037287697562,57.00474512071717,56.38448940400627
orders_socket,orders,socket,2,mem,front-end,720,721,3.7525996198015497,3.7531991234411026,3.77742821102005,3.8230244783534673,3.7718023303726977
orders_socket,orders,socket,2,mem,catalogue,720,721,0.8125989998806853,0.8125934157246212,0.8002698131173592,0.14100511803947302,0.14079326559240254
orders_socket,orders,socket,2,mem,user,720,721,1.4965731464309031,1.496307794171363,1.6385820891097354,0.24009401359976504,0.23853403694349273
orders_socket,orders,socket,2,mem,carts,720,721,0.022457932948697763,0.022425018521599793,0.022098638976858948,0.018430675947987033,0.01819323178700149
orders_socket,orders,socket,2,mem,payment,720,721,1.4717005943663097,1.4720428944413606,1.2910036799954163,0.7555965323835571,0.7593419164775959
orders_socket,orders,socket,2,mem,shipping,720,721,0.2306689379449185,0.23066869818693828,0.19111135150597228,0.08960666086223312,0.08960637123171361
orders_socket,orders,socket,3,cpu,front-end,720,721,255.92088841943544,243.89073080719098,6.771837687255543,7.873425981633297,7.790355606226175
orders_socket,orders,socket,3,cpu,catalogue,720,721,51.68127133371894,49.481088116426946,7.125071097845565,9.117217468570372,9.148855228739437
orders_socket,orders,socket,3,cpu,user,720,721,103.24234694124922,101.25991038013665,7.417334563993462,7.7074573704007,7.688843601293688
orders_socket,orders,socket,3,cpu,carts,720,721,729.1849064132791,737.1055291248992,24.216549397482538,15.2872021278177,15.232910712582504
orders_socket,orders,socket,3,cpu,payment,720,721,208.19759080829243,203.57713666557024,10.772750271490953,8.143032732696817,8.028123283986709
orders_socket,orders,socket,3,cpu,shipping,720,721,7484.245605110058,7410.764907677728,99.17487761969802,72.54721184770543,71.74789580113043
orders_socket,orders,socket,3,mem,front-end,720,721,49.55767483455092,49.67709203296028,3.653000153217957,4.9581527227722,4.952507658532042
orders_socket,orders,socket,3,mem,catalogue,720,721,2.9151145252515267,2.937178710290583,0.5919880155577145,0.40523629564062447,0.4008843475252974
orders_socket,orders,socket,3,mem,user,720,721,5.1906549699344025,5.175299969096846,0.36632054863100827,0.3490475770553472,0.3450211474417798
orders_socket,orders,socket,3,mem,carts,720,721,0.4816669118304325,0.4822759878695475,0.2149292804075412,0.025820392430322237,0.025753282282496483
orders_socket,orders,socket,3,mem,payment,720,721,1.0607566849927867,1.065728042683367,0.5203625703534674,0.0720038754749789,0.0724033775472227
orders_socket,orders,socket,3,mem,shipping,720,721,0.7690592239193598,0.7660394670429534,0.1773136268217374,0.07767413249931122,0.07745809782974189
payment_cpu,payment,cpu,1,cpu,front-end,720,721,1688.8254115784619,1506.413920247193,6.9488263089134525,7.257859772073877,7.246646932356961
payment_cpu,payment,cpu,1,cpu,catalogue,720,721,969.067655202984,1055.6963556355263,7.136423963693436,5.644531549250586,5.678313427506787
payment_cpu,payment,cpu,1,cpu,user,720,721,124.75026650608709,248.61954734395582,8.130420171875238,10.046343559509957,10.085677965871382
payment_cpu,payment,cpu,1,cpu,carts,720,721,1153.9232708446877,1003.0101842566928,10.727743246701886,7.40530440212516,7.395996105557639
payment_cpu,payment,cpu,1,cpu,orders,720,721,1949.7432794017466,1750.7686577059103,9.504491017704675,7.740150377774452,7.747548287604697
payment_cpu,payment,cpu,1,cpu,shipping,720,721,15281.253797206324,14680.575212802109,15.975591487582602,18.926513491912527,19.00767068442708
payment_cpu,payment,cpu,1,mem,front-end,720,721,4.118206899650916,4.084138070140461,3.578992020515033,3.275623667288656,3.273988236556528
payment_cpu,payment,cpu,1,mem,catalogue,720,721,7.6240059309888615,7.656734290121078,0.3176048582732444,0.09560697520450018,0.09431652669810917
payment_cpu,payment,cpu,1,mem,user,720,721,4.397257852758995,4.390572179918563,0.33188713120814195,0.09571745525051086,0.0956703996287593
payment_cpu,payment,cpu,1,mem,carts,720,721,0.10980101149832917,0.10527636405305532,0.006299372726716015,0.009396293648655555,0.009277203549366887
payment_cpu,payment,cpu,1,mem,orders,720,721,0.5092819595876107,0.5121682009931826,0.01672734833903245,0.0053746066452671016,0.005242548532568481
payment_cpu,payment,cpu,1,mem,shipping,720,721,0.06371309789142252,0.06361119542335404,0.002479889980139573,0.0014357360585415643,0.0014371177078936724
payment_cpu,payment,cpu,2,cpu,front-end,720,721,440.476271778961,389.8484385477873,7.476836671509404,10.563073231780345,10.323384281512169
payment_cpu,payment,cpu,2,cpu,catalogue,720,721,830.8196250205643,861.7714629169847,7.558028548097536,8.886569565325617,8.698841046010816
payment_cpu,payment,cpu,2,cpu,user,720,721,756.5340940771504,811.6867864678115,7.31425040785873,8.536806903668062,8.191505275048714
payment_cpu,payment,cpu,2,cpu,carts,720,720,2222.0640971375533,2216.6967426345977,32.3042583862089,26.47812471313291,26.476354717740914
payment_cpu,payment,cpu,2,cpu,orders,720,721,4577.217464294463,4587.794671433391,26.119146625420925,28.841021549872302,28.896574189914055
payment_cpu,payment,cpu,2,cpu,shipping,720,721,124.80083927905245,26.754874149594283,46.61206306004574,35.987314046190924,35.85182997991113
payment_cpu,payment,cpu,2,mem,front-end,720,721,5.4656434035211,3.2265348362818753,3.464924231414651,3.3722536706148247,3.3141190120232173
payment_cpu,payment,cpu,2,mem,catalogue,720,721,16.151051342341873,16.212574068790683,1.1474702481279433,0.24805426279587542,0.2485119209230801
payment_cpu,payment,cpu,2,mem,user,720,721,26.64463508337322,25.980842786243397,3.6541366975379996,0.5431472028013339,0.5510674983266383
payment_cpu,payment,cpu,2,mem,carts,720,721,19.33302119969089,19.238290721182103,1.0428294855237643,0.37350322581020773,0.3734558887569359
payment_cpu,payment,cpu,2,mem,orders,720,721,2.707823228396961,2.7477327465144286,0.17152065625322307,0.04833533783779902,0.04815380361822779
payment_cpu,payment,cpu,2,mem,shipping,720,721,7.726820626093954,7.6650765330081985,0.16118189586639545,0.08395071555126293,0.0837805754466716
payment_cpu,payment,cpu,3,cpu,front-end,720,721,381.95636303560644,252.33950739551904,9.150127116823157,5.174739428502369,4.874984122097732
payment_cpu,payment,cpu,3,cpu,catalogue,720,721,913.3995538775762,923.2229792580789,7.623468396401378,11.523970920283212,11.521884373348314
payment_cpu,payment,cpu,3,cpu,user,720,721,113.52654009722163,36.21865199241183,9.235767690139483,7.762532332390583,7.758231269047442
payment_cpu,payment,cpu,3,cpu,carts,720,721,1331.590300947707,1543.8840280511029,7.688401956787408,8.378550264083676,8.248744983255667
payment_cpu,payment,cpu,3,cpu,orders,720,721,6474.274483012957,6462.026547816746,18.814893625354138,15.017662324299147,15.020511086728924
payment_cpu,payment,cpu,3,cpu,shipping,720,721,213.49910594706864,27.074026466623692,31.68895102243225,26.613227292353965,26.508500215282204
payment_cpu,payment,cpu,3,mem,front-end,720,721,122.42280221760441,133.44059759067915,3.2674117402963123,3.3750986160940397,3.3233837355701548
payment_cpu,payment,cpu,3,mem,catalogue,720,721,21.387067380910064,20.894144443863382,1.2427207768704482,0.1827190444948218,0.18085435332632033
payment_cpu,payment,cpu,3,mem,user,720,721,48.47160225116291,48.70260468033587,1.0918753385509716,0.2970740437775689,0.2950847744229147
payment_cpu,payment,cpu,3,mem,carts,720,721,18.861807522569908,18.624144720258975,0.589318317173,0.10463494880373171,0.10365385053663109
payment_cpu,payment,cpu,3,mem,orders,720,721,13.610926581174024,13.49759578253944,0.28001594716705963,0.07171863822143458,0.07124334088848608
payment_cpu,payment,cpu,3,mem,shipping,720,721,7.3915244191721365,7.3664038809693135,0.2277990185128606,0.05575172387494471,0.05572574517470415
payment_delay,payment,delay,1,cpu,front-end,720,721,11.375892775650396,11.359316666505642,11.286019903164528,7.912630909793583,8.056192629418963
payment_delay,payment,delay,1,cpu,catalogue,720,721,9.09719018035296,9.12398727523325,8.959955673094498,7.336461772597272,7.160212752926965
payment_delay,payment,delay,1,cpu,user,720,721,8.709671967481974,8.715570361945064,8.643285412827268,7.4384507507320565,7.1103652577286995
payment_delay,payment,delay,1,cpu,carts,720,721,8.036623846634456,7.996304939339402,7.914967304999747,6.5276686580146475,6.37503167144767
payment_delay,payment,delay,1,cpu,orders,720,721,20.162814254983346,20.179369713379575,20.06277938511655,20.828150359819485,20.780733577095535
payment_delay,payment,delay,1,cpu,shipping,720,721,9.19061688816978,9.22225015033837,9.504119879595457,9.663077445882985,9.544977046110704
payment_delay,payment,delay,1,mem,front-end,720,721,4.710926196115308,4.67772785552759,4.008192745331775,3.4121253181853723,3.3942290622429594
payment_delay,payment,delay,1,mem,catalogue,720,721,0.7039031695993125,0.7042803310754671,0.7402488889450328,0.2054039819964872,0.20495916954767313
payment_delay,payment,delay,1,mem,user,720,721,0.22556322951601498,0.2214341817813937,0.15771122028336973,0.1034328823265401,0.09545136101070464
