scenario,target_service,fault_type,run_id,metric,other_service,n_pre,n_post,causal_RB~WB_pre,causal_RB~WB_post,causal_RB~WB_degrade,assoc_RB~RA_pre,assoc_RB~RA_post,assoc_RB~RA_degrade,assoc_RB~WA_pre,assoc_RB~WA_post,assoc_RB~WA_degrade
orders_socket,orders,socket,3,mem,payment,720,721,0.075,0.52,0.445,0.075,0.52,0.445,0.075,0.52,0.445
orders_socket,orders,socket,3,mem,shipping,720,721,0.089,0.177,0.089,0.089,0.178,0.089,0.089,0.177,0.089
payment_cpu,payment,cpu,1,cpu,front-end,720,721,7.158,6.949,-0.209,7.258,1688.825,1681.568,7.291,7.016,-0.275
payment_cpu,payment,cpu,1,cpu,catalogue,720,721,5.587,7.136,1.549,5.645,969.068,963.423,5.733,7.237,1.504
payment_cpu,payment,cpu,1,cpu,user,720,721,10.036,8.13,-1.905,10.046,124.75,114.704,10.051,8.144,-1.907
payment_cpu,payment,cpu,1,cpu,carts,720,721,7.466,10.728,3.262,7.405,1153.923,1146.518,7.4,10.481,3.082
payment_cpu,payment,cpu,1,cpu,orders,720,721,7.998,9.504,1.506,7.74,1949.743,1942.003,8.0,9.693,1.694
payment_cpu,payment,cpu,1,cpu,shipping,720,721,16.72,15.976,-0.745,16.72,15.976,-0.745,16.72,15.976,-0.745
payment_cpu,payment,cpu,1,mem,front-end,720,721,3.271,3.579,0.308,3.276,3.536,0.26,3.275,3.533,0.259
payment_cpu,payment,cpu,1,mem,catalogue,720,721,0.105,0.318,0.213,0.096,7.624,7.528,0.106,0.319,0.213
payment_cpu,payment,cpu,1,mem,user,720,721,0.097,0.332,0.235,0.096,4.397,4.302,0.098,0.331,0.233
payment_cpu,payment,cpu,1,mem,carts,720,721,0.009,0.006,-0.003,0.009,0.11,0.1,0.009,0.006,-0.003
payment_cpu,payment,cpu,1,mem,orders,720,721,0.006,0.017,0.011,0.005,0.509,0.504,0.006,0.017,0.011
payment_cpu,payment,cpu,1,mem,shipping,720,721,0.002,0.002,0.001,0.001,0.064,0.062,0.002,0.002,0.001
payment_cpu,payment,cpu,2,cpu,front-end,720,721,10.611,7.477,-3.134,10.611,7.477,-3.134,10.346,7.793,-2.553
payment_cpu,payment,cpu,2,cpu,catalogue,720,721,8.501,7.558,-0.943,8.887,830.82,821.933,8.713,7.513,-1.2
payment_cpu,payment,cpu,2,cpu,user,720,721,8.386,7.314,-1.072,8.537,756.534,747.997,8.301,7.302,-0.998
payment_cpu,payment,cpu,2,cpu,carts,720,720,24.849,32.304,7.455,26.542,31.531,4.989,26.541,31.544,5.002
payment_cpu,payment,cpu,2,cpu,orders,720,721,28.896,26.119,-2.777,29.068,26.166,-2.902,29.068,26.166,-2.902
payment_cpu,payment,cpu,2,cpu,shipping,720,721,36.006,46.612,10.606,35.961,46.67,10.71,35.847,46.537,10.689
payment_cpu,payment,cpu,2,mem,front-end,720,721,3.375,3.465,0.09,3.372,5.466,2.093,3.375,3.465,0.09
payment_cpu,payment,cpu,2,mem,catalogue,720,721,0.301,1.147,0.847,0.248,16.151,15.903,0.301,1.147,0.847
payment_cpu,payment,cpu,2,mem,user,720,721,0.589,3.654,3.065,0.543,26.645,26.101,0.589,3.654,3.065
payment_cpu,payment,cpu,2,mem,carts,720,721,0.429,1.043,0.614,0.374,19.333,18.96,0.429,1.043,0.614
payment_cpu,payment,cpu,2,mem,orders,720,721,0.057,0.172,0.115,0.048,2.708,2.659,0.057,0.172,0.115
payment_cpu,payment,cpu,2,mem,shipping,720,721,0.101,0.161,0.06,0.084,7.727,7.643,0.101,0.161,0.06
payment_cpu,payment,cpu,3,cpu,front-end,720,721,5.045,9.15,4.105,5.181,9.08,3.899,4.841,9.229,4.387
payment_cpu,payment,cpu,3,cpu,catalogue,720,721,11.577,7.623,-3.953,11.524,913.4,901.876,11.577,7.623,-3.953
payment_cpu,payment,cpu,3,cpu,user,720,721,7.762,9.236,1.474,7.785,9.201,1.417,7.766,9.079,1.313
payment_cpu,payment,cpu,3,cpu,carts,720,721,8.302,7.688,-0.614,8.379,1331.59,1323.212,8.2,7.605,-0.594
payment_cpu,payment,cpu,3,cpu,orders,720,721,17.239,18.815,1.576,15.018,6474.274,6459.257,17.239,18.815,1.576
payment_cpu,payment,cpu,3,cpu,shipping,720,721,26.664,31.689,5.025,26.613,213.499,186.886,26.664,31.689,5.025
payment_cpu,payment,cpu,3,mem,front-end,720,721,3.403,3.267,-0.136,3.375,122.423,119.048,3.403,3.267,-0.136
payment_cpu,payment,cpu,3,mem,catalogue,720,721,0.215,1.243,1.028,0.183,21.387,21.204,0.213,1.242,1.028
payment_cpu,payment,cpu,3,mem,user,720,721,0.378,1.092,0.714,0.297,48.472,48.175,0.378,1.09,0.712
payment_cpu,payment,cpu,3,mem,carts,720,721,0.14,0.589,0.449,0.105,18.862,18.757,0.141,0.588,0.447
payment_cpu,payment,cpu,3,mem,orders,720,721,0.096,0.28,0.184,0.072,13.611,13.539,0.096,0.28,0.185
payment_cpu,payment,cpu,3,mem,shipping,720,721,0.066,0.228,0.162,0.056,7.392,7.336,0.066,0.228,0.162
payment_delay,payment,delay,1,cpu,front-end,720,721,8.033,11.286,3.253,8.015,11.318,3.304,8.015,11.318,3.304
payment_delay,payment,delay,1,cpu,catalogue,720,721,7.507,8.96,1.453,7.336,9.097,1.761,7.512,9.127,1.616
payment_delay,payment,delay,1,cpu,user,720,721,6.943,8.643,1.701,7.438,8.71,1.271,7.223,8.779,1.556
payment_delay,payment,delay,1,cpu,carts,720,721,6.151,7.915,1.764,6.528,8.037,1.509,6.372,7.878,1.506
payment_delay,payment,delay,1,cpu,orders,720,721,20.685,20.063,-0.623,20.703,20.108,-0.595,20.669,20.073,-0.596
payment_delay,payment,delay,1,cpu,shipping,720,721,9.828,9.504,-0.324,9.663,9.191,-0.472,9.764,9.537,-0.227
payment_delay,payment,delay,1,mem,front-end,720,721,3.584,4.008,0.424,3.412,4.711,1.299,3.584,4.008,0.424
payment_delay,payment,delay,1,mem,catalogue,720,721,0.214,0.74,0.526,0.205,0.704,0.498,0.214,0.74,0.526
payment_delay,payment,delay,1,mem,user,720,721,0.109,0.158,0.049,0.109,0.157,0.048,0.106,0.16,0.055
payment_delay,payment,delay,1,mem,carts,720,721,0.018,0.02,0.002,0.015,0.024,0.009,0.018,0.02,0.002
payment_delay,payment,delay,1,mem,orders,720,721,0.13,0.16,0.03,0.087,0.07,-0.017,0.13,0.16,0.03
payment_delay,payment,delay,1,mem,shipping,720,721,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
payment_delay,payment,delay,2,cpu,front-end,720,721,5.113,9.298,4.185,5.17,9.306,4.136,5.127,9.289,4.161
payment_delay,payment,delay,2,cpu,catalogue,720,721,6.247,6.813,0.566,6.452,7.203,0.751,6.432,7.191,0.76
payment_delay,payment,delay,2,cpu,user,720,721,8.237,7.924,-0.313,8.206,7.903,-0.303,8.202,7.888,-0.314
payment_delay,payment,delay,2,cpu,carts,720,721,7.788,7.322,-0.466,7.773,7.534,-0.239,7.799,7.393,-0.406
payment_delay,payment,delay,2,cpu,orders,720,721,74.799,76.889,2.09,56.239,56.967,0.728,74.698,77.831,3.134
payment_delay,payment,delay,2,cpu,shipping,720,721,31.138,31.275,0.137,31.948,30.852,-1.096,31.056,31.548,0.491
payment_delay,payment,delay,2,mem,front-end,720,721,3.382,3.403,0.021,3.382,3.403,0.021,3.382,3.405,0.023
payment_delay,payment,delay,2,mem,catalogue,720,721,0.324,0.362,0.038,0.324,0.362,0.038,0.324,0.362,0.038
payment_delay,payment,delay,2,mem,user,720,721,0.152,0.229,0.077,0.12,0.182,0.062,0.152,0.229,0.077
payment_delay,payment,delay,2,mem,carts,720,721,0.004,0.012,0.009,0.004,0.011,0.007,0.004,0.012,0.009
payment_delay,payment,delay,2,mem,orders,720,721,0.399,0.295,-0.104,0.375,0.335,-0.04,0.399,0.295,-0.104
payment_delay,payment,delay,2,mem,shipping,720,721,0.054,0.075,0.022,0.046,0.082,0.036,0.054,0.075,0.022
payment_delay,payment,delay,3,cpu,front-end,720,721,9.557,7.156,-2.401,9.56,7.226,-2.335,9.439,7.506,-1.933
payment_delay,payment,delay,3,cpu,catalogue,720,721,5.441,5.543,0.103,5.484,5.648,0.164,5.469,5.632,0.163
payment_delay,payment,delay,3,cpu,user,720,721,7.893,6.262,-1.631,7.893,6.264,-1.63,7.927,6.285,-1.642
payment_delay,payment,delay,3,cpu,carts,720,721,53.863,131.931,78.069,45.863,125.4,79.537,53.863,131.931,78.069
payment_delay,payment,delay,3,cpu,orders,720,721,48.065,146.353,98.288,40.723,136.827,96.104,48.065,146.353,98.288
payment_delay,payment,delay,3,cpu,shipping,720,721,71.392,145.021,73.629,58.75,132.33,73.58,71.392,145.021,73.629
payment_delay,payment,delay,3,mem,front-end,720,721,4.142,3.265,-0.877,4.07,3.403,-0.667,4.064,3.3,-0.764
payment_delay,payment,delay,3,mem,catalogue,720,721,3.299,3.761,0.463,2.021,4.421,2.401,3.284,3.705,0.421
payment_delay,payment,delay,3,mem,user,720,721,4.801,13.311,8.51,3.653,13.925,10.272,4.851,13.266,8.415
payment_delay,payment,delay,3,mem,carts,720,721,1.615,3.098,1.483,1.188,3.369,2.181,1.604,3.072,1.468
payment_delay,payment,delay,3,mem,orders,720,721,0.86,0.895,0.035,0.64,1.03,0.391,0.859,0.897,0.038
payment_delay,payment,delay,3,mem,shipping,720,721,0.555,1.014,0.459,0.484,1.08,0.597,0.555,1.014,0.459
payment_disk,payment,disk,1,cpu,front-end,720,721,6.122,6.863,0.741,6.185,162.293,156.108,6.203,6.568,0.364
payment_disk,payment,disk,1,cpu,catalogue,720,721,8.884,9.008,0.124,8.922,8.988,0.066,8.9,8.999,0.1
payment_disk,payment,disk,1,cpu,user,720,721,7.656,6.58,-1.076,7.945,6.735,-1.21,7.893,6.735,-1.158
payment_disk,payment,disk,1,cpu,carts,720,721,5.78,9.316,3.536,5.962,9.5,3.538,5.94,9.487,3.547
payment_disk,payment,disk,1,cpu,orders,720,721,28.76,41.339,12.578,29.327,42.033,12.706,29.327,42.033,12.706
payment_disk,payment,disk,1,cpu,shipping,720,721,23.092,19.097,-3.995,26.272,11130.56,11104.287,25.063,19.492,-5.571
payment_disk,payment,disk,1,mem,front-end,720,721,5.747,4.17,-1.576,5.844,137.372,131.529,5.926,3.855,-2.071
payment_disk,payment,disk,1,mem,catalogue,720,721,0.209,0.739,0.53,0.209,8.868,8.66,0.211,0.738,0.527
payment_disk,payment,disk,1,mem,user,720,721,0.441,1.567,1.127,0.447,30.889,30.441,0.449,1.581,1.133
payment_disk,payment,disk,1,mem,carts,720,721,0.013,0.023,0.011,0.013,0.023,0.011,0.012,0.023,0.01
payment_disk,payment,disk,1,mem,orders,720,721,0.03,0.08,0.05,0.026,4.978,4.952,0.03,0.079,0.049
payment_disk,payment,disk,1,mem,shipping,720,721,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
payment_disk,payment,disk,2,cpu,front-end,720,721,7.625,7.113,-0.512,7.627,7.16,-0.467,7.627,7.16,-0.467
payment_disk,payment,disk,2,cpu,catalogue,720,721,6.871,12.02,5.15,7.092,12.102,5.01,7.092,12.102,5.01
payment_disk,payment,disk,2,cpu,user,720,721,7.236,7.38,0.144,7.432,7.421,-0.011,7.102,7.518,0.417
payment_disk,payment,disk,2,cpu,carts,720,721,43.208,135.63,92.421,39.949,13389.341,13349.391,43.208,135.63,92.421
payment_disk,payment,disk,2,cpu,orders,720,721,42.986,115.783,72.797,39.555,17787.153,17747.598,43.277,116.734,73.457
payment_disk,payment,disk,2,cpu,shipping,720,721,59.651,125.792,66.141,57.576,18953.524,18895.947,59.651,125.792,66.141
payment_disk,payment,disk,2,mem,front-end,720,721,3.744,3.327,-0.417,3.98,417.434,413.454,3.946,3.344,-0.602
payment_disk,payment,disk,2,mem,catalogue,720,721,3.019,4.183,1.164,2.316,2718.576,2716.26,3.022,4.152,1.131
payment_disk,payment,disk,2,mem,user,720,721,5.075,14.767,9.692,4.111,2443.278,2439.168,5.068,14.737,9.669
payment_disk,payment,disk,2,mem,carts,720,721,1.622,2.502,0.881,1.171,1211.474,1210.303,1.617,2.491,0.874
payment_disk,payment,disk,2,mem,orders,720,721,0.718,2.1,1.382,0.643,372.451,371.808,0.718,2.099,1.382
payment_disk,payment,disk,2,mem,shipping,720,721,0.291,0.737,0.446,0.291,0.737,0.446,0.291,0.737,0.446
payment_disk,payment,disk,3,cpu,front-end,720,721,8.344,7.864,-0.48,8.368,7.928,-0.44,8.368,7.928,-0.44
payment_disk,payment,disk,3,cpu,catalogue,719,721,7.068,8.026,0.957,7.353,8.306,0.953,7.335,8.289,0.954
payment_disk,payment,disk,3,cpu,user,720,721,9.484,8.306,-1.178,9.493,114.811,105.319,9.492,8.325,-1.166
payment_disk,payment,disk,3,cpu,carts,720,721,32.111,28.652,-3.459,32.111,28.652,-3.459,31.839,28.859,-2.98
payment_disk,payment,disk,3,cpu,orders,720,721,27.399,22.752,-4.647,27.399,22.752,-4.647,27.399,22.752,-4.647
payment_disk,payment,disk,3,cpu,shipping,720,721,39.104,48.399,9.295,38.35,3383.233,3344.883,39.039,48.417,9.378
payment_disk,payment,disk,3,mem,front-end,720,721,3.542,3.77,0.228,3.543,3.755,0.212,3.53,3.779,0.25
payment_disk,payment,disk,3,mem,catalogue,720,721,0.299,1.036,0.737,0.204,8372.344,8372.139,0.298,1.035,0.736
payment_disk,payment,disk,3,mem,user,720,721,0.234,1.693,1.459,0.223,6132.094,6131.871,0.234,1.693,1.458
payment_disk,payment,disk,3,mem,carts,720,721,0.37,0.708,0.338,0.23,7277.074,7276.843,0.374,0.707,0.334
payment_disk,payment,disk,3,mem,orders,720,721,0.045,0.201,0.156,0.043,680.444,680.4,0.045,0.201,0.156
payment_disk,payment,disk,3,mem,shipping,720,721,0.103,0.266,0.163,0.059,3388.805,3388.746,0.103,0.266,0.163
payment_loss,payment,loss,1,cpu,front-end,720,721,7.413,8.957,1.544,7.44,10.342,2.902,7.43,10.967,3.537
payment_loss,payment,loss,1,cpu,catalogue,720,721,7.0,7.298,0.297,7.109,8.194,1.085,7.125,7.231,0.106
payment_loss,payment,loss,1,cpu,user,720,721,9.565,11.407,1.842,9.863,12.81,2.947,9.701,15.261,5.561
payment_loss,payment,loss,1,cpu,carts,718,721,9.754,13.203,3.449,9.844,13.484,3.64,9.887,16.472,6.585
payment_loss,payment,loss,1,cpu,orders,720,721,11.061,14.381,3.32,11.592,16.145,4.554,11.251,17.488,6.237
payment_loss,payment,loss,1,cpu,shipping,720,721,6.65,63.12,56.47,6.654,62.066,55.412,6.64,61.265,54.625
payment_loss,payment,loss,1,mem,front-end,720,721,3.384,3.519,0.136,3.384,3.519,0.136,3.384,3.519,0.136
payment_loss,payment,loss,1,mem,catalogue,720,721,0.09,0.183,0.092,0.088,5.025,4.937,0.091,0.194,0.103
payment_loss,payment,loss,1,mem,user,720,721,0.181,0.202,0.021,0.172,9.578,9.406,0.181,0.202,0.021
payment_loss,payment,loss,1,mem,carts,720,721,0.004,0.009,0.005,0.004,0.351,0.347,0.004,0.01,0.006
payment_loss,payment,loss,1,mem,orders,720,721,0.005,0.161,0.156,0.005,0.421,0.416,0.005,0.158,0.153
payment_loss,payment,loss,1,mem,shipping,720,721,0.004,0.002,-0.002,0.004,0.233,0.229,0.004,0.002,-0.002
payment_loss,payment,loss,2,cpu,front-end,720,720,9.824,7.831,-1.992,9.828,7.89,-1.938,9.425,13.547,4.122
payment_loss,payment,loss,2,cpu,catalogue,720,720,7.528,8.795,1.268,7.637,8.943,1.306,7.614,10.894,3.28
payment_loss,payment,loss,2,cpu,user,720,718,7.323,11.128,3.804,7.35,11.282,3.931,7.241,12.757,5.515
payment_loss,payment,loss,2,cpu,carts,720,719,24.034,31.875,7.841,24.331,30.777,6.446,24.003,35.762,11.76
payment_loss,payment,loss,2,cpu,orders,720,720,27.587,26.279,-1.309,27.587,26.279,-1.309,27.534,26.383,-1.15
payment_loss,payment,loss,2,cpu,shipping,720,720,31.959,113.687,81.729,29.136,112.834,83.698,32.12,106.07,73.95
payment_loss,payment,loss,2,mem,front-end,720,721,3.691,3.311,-0.38,3.696,3.305,-0.392,3.696,3.305,-0.392
payment_loss,payment,loss,2,mem,catalogue,720,721,0.326,1.091,0.766,0.178,70.198,70.02,0.326,1.091,0.766
payment_loss,payment,loss,2,mem,user,720,721,0.698,1.628,0.93,0.308,207.981,207.672,0.698,1.645,0.948
payment_loss,payment,loss,2,mem,carts,720,721,0.324,0.893,0.568,0.206,69.757,69.551,0.324,0.893,0.568
payment_loss,payment,loss,2,mem,orders,720,721,0.169,0.341,0.171,0.078,38.888,38.81,0.169,0.354,0.185
payment_loss,payment,loss,2,mem,shipping,720,721,0.089,0.139,0.05,0.048,17.908,17.86,0.089,0.14,0.052
payment_loss,payment,loss,3,cpu,front-end,720,715,9.063,10.122,1.059,9.222,9.782,0.56,9.182,10.412,1.23
payment_loss,payment,loss,3,cpu,catalogue,720,715,7.727,8.937,1.21,8.041,8.664,0.623,8.016,8.782,0.766
payment_loss,payment,loss,3,cpu,user,720,715,8.572,10.031,1.459,8.74,10.557,1.817,8.572,11.638,3.066
payment_loss,payment,loss,3,cpu,carts,720,715,21.793,20.463,-1.331,22.146,20.095,-2.051,21.899,21.342,-0.556
payment_loss,payment,loss,3,cpu,orders,720,715,93.736,86.975,-6.762,93.736,86.975,-6.762,93.736,86.975,-6.762
payment_loss,payment,loss,3,cpu,shipping,720,715,33.515,74.944,41.429,33.354,107.657,74.303,33.493,87.764,54.271
payment_loss,payment,loss,3,mem,front-end,720,721,3.284,3.747,0.463,3.284,3.747,0.463,3.284,3.747,0.463
payment_loss,payment,loss,3,mem,catalogue,720,721,0.412,1.119,0.707,0.238,53.996,53.758,0.414,1.124,0.71
payment_loss,payment,loss,3,mem,user,720,721,0.711,1.141,0.43,0.528,66.199,65.671,0.712,1.207,0.496
payment_loss,payment,loss,3,mem,carts,720,721,0.133,0.154,0.021,0.065,16.365,16.3,0.136,0.171,0.034
payment_loss,payment,loss,3,mem,orders,720,721,0.138,0.051,-0.086,0.138,0.051,-0.086,0.138,0.051,-0.086
payment_loss,payment,loss,3,mem,shipping,720,721,0.003,0.058,0.056,0.003,0.058,0.056,0.003,0.058,0.056
payment_mem,payment,mem,1,cpu,front-end,720,721,10.924,8.954,-1.97,10.041,6586.739,6576.698,11.071,7.278,-3.792
payment_mem,payment,mem,1,cpu,catalogue,720,721,9.631,11.737,2.106,9.662,259.781,250.119,9.652,11.754,2.102
payment_mem,payment,mem,1,cpu,user,720,720,10.285,9.078,-1.207,8.677,7991.181,7982.504,10.254,9.288,-0.966
payment_mem,payment,mem,1,cpu,carts,720,721,41.424,44.664,3.24,43.164,42.769,-0.395,39.669,46.653,6.984
payment_mem,payment,mem,1,cpu,orders,720,721,95.881,210.887,115.006,140.066,438101.419,437961.353,212.357,430.732,218.375
payment_mem,payment,mem,1,cpu,shipping,718,720,50.211,38.941,-11.27,61.841,33.909,-27.932,49.95,38.466,-11.483
payment_mem,payment,mem,1,mem,front-end,720,721,3.589,3.214,-0.375,3.589,3.214,-0.375,3.587,3.213,-0.374
payment_mem,payment,mem,1,mem,catalogue,720,721,0.395,1.092,0.697,0.231,5372.11,5371.88,0.371,1.057,0.686
payment_mem,payment,mem,1,mem,user,720,721,0.986,2.597,1.611,0.486,16685.822,16685.337,0.904,2.462,1.558
payment_mem,payment,mem,1,mem,carts,720,721,0.463,1.073,0.61,0.277,6628.063,6627.786,0.433,1.043,0.61
payment_mem,payment,mem,1,mem,orders,720,721,29.953,29.377,-0.576,33.494,33.594,0.099,33.494,33.594,0.099
payment_mem,payment,mem,1,mem,shipping,720,721,0.091,0.343,0.252,0.051,1783.23,1783.179,0.09,0.345,0.254
payment_mem,payment,mem,2,cpu,front-end,720,721,11.964,11.119,-0.845,11.89,1037.974,1026.084,11.677,11.338,-0.339
payment_mem,payment,mem,2,cpu,catalogue,720,721,7.557,9.73,2.173,7.656,317.893,310.236,7.66,9.644,1.984
payment_mem,payment,mem,2,cpu,user,718,721,9.178,8.615,-0.563,9.337,8.532,-0.806,9.172,8.583,-0.59
payment_mem,payment,mem,2,cpu,carts,720,721,19.369,24.783,5.414,19.369,24.783,5.414,19.357,24.631,5.274
payment_mem,payment,mem,2,cpu,orders,720,721,81.975,91.476,9.501,81.975,91.476,9.501,81.915,91.211,9.296
payment_mem,payment,mem,2,cpu,shipping,720,721,34.594,49.506,14.913,34.659,49.583,14.924,34.401,49.356,14.955
payment_mem,payment,mem,2,mem,front-end,720,721,3.059,3.354,0.295,3.087,3977.581,3974.494,3.116,3.307,0.19
payment_mem,payment,mem,2,mem,catalogue,720,721,0.137,0.32,0.184,0.133,0.312,0.179,0.133,0.313,0.18
payment_mem,payment,mem,2,mem,user,720,721,0.149,0.6,0.451,0.149,0.6,0.451,0.149,0.6,0.451
payment_mem,payment,mem,2,mem,carts,720,721,0.205,0.047,-0.158,0.205,0.047,-0.158,0.205,0.047,-0.158
payment_mem,payment,mem,2,mem,orders,720,721,0.769,0.188,-0.58,0.769,0.188,-0.58,0.769,0.188,-0.58
payment_mem,payment,mem,2,mem,shipping,720,721,0.038,0.269,0.231,0.038,0.269,0.231,0.038,0.269,0.231
payment_mem,payment,mem,3,cpu,front-end,720,721,6.753,6.527,-0.226,6.964,416.604,409.64,6.95,6.425,-0.525
payment_mem,payment,mem,3,cpu,catalogue,720,721,8.117,8.564,0.446,7.949,766.384,758.436,8.117,8.564,0.446
payment_mem,payment,mem,3,cpu,user,720,721,12.618,9.104,-3.514,12.622,9.082,-3.539,12.622,9.121,-3.501
payment_mem,payment,mem,3,cpu,carts,720,721,6.397,12.566,6.169,6.5,12.498,5.999,6.293,12.614,6.32
payment_mem,payment,mem,3,cpu,orders,720,721,27.89,27.348,-0.543,27.89,27.348,-0.543,27.89,27.348,-0.543
payment_mem,payment,mem,3,cpu,shipping,720,721,54.245,71.977,17.731,54.245,71.977,17.731,54.245,71.977,17.731
payment_mem,payment,mem,3,mem,front-end,720,721,3.031,3.046,0.015,3.029,361.143,358.115,3.031,3.046,0.015
payment_mem,payment,mem,3,mem,catalogue,720,721,0.106,0.395,0.289,0.102,709.074,708.972,0.104,0.395,0.291
payment_mem,payment,mem,3,mem,user,720,721,0.385,0.926,0.541,0.366,1811.49,1811.124,0.385,0.927,0.542
payment_mem,payment,mem,3,mem,carts,720,721,0.005,0.115,0.109,0.005,13.665,13.66,0.005,0.114,0.109
payment_mem,payment,mem,3,mem,orders,720,721,0.047,0.028,-0.019,0.045,462.721,462.677,0.047,0.028,-0.019
payment_mem,payment,mem,3,mem,shipping,720,721,0.166,0.077,-0.088,0.161,398.088,397.927,0.166,0.077,-0.088
payment_socket,payment,socket,1,cpu,front-end,720,721,7.166,8.523,1.357,6.56,3613.941,3607.381,7.397,8.589,1.192
payment_socket,payment,socket,1,cpu,catalogue,720,718,5.932,10.123,4.19,5.609,2137.672,2132.063,5.945,10.135,4.191
payment_socket,payment,socket,1,cpu,user,720,721,9.604,15.287,5.682,9.518,3008.054,2998.536,9.748,15.469,5.721
payment_socket,payment,socket,1,cpu,carts,720,721,7.373,6.878,-0.495,7.78,7.077,-0.703,7.494,6.771,-0.723
payment_socket,payment,socket,1,cpu,orders,720,719,92.872,145.099,52.227,92.907,41217.206,41124.299,93.867,145.546,51.679
payment_socket,payment,socket,1,cpu,shipping,720,721,9.802,10.591,0.789,8.53,5085.52,5076.99,9.805,10.65,0.845
payment_socket,payment,socket,1,mem,front-end,720,721,3.173,3.856,0.683,3.173,23.025,19.852,3.166,3.837,0.671
payment_socket,payment,socket,1,mem,catalogue,720,721,0.391,0.099,-0.292,0.391,0.099,-0.292,0.391,0.099,-0.292
payment_socket,payment,socket,1,mem,user,720,721,0.123,0.173,0.049,0.123,0.173,0.05,0.121,0.174,0.053
payment_socket,payment,socket,1,mem,carts,720,721,0.047,0.203,0.156,0.036,18.169,18.134,0.047,0.203,0.156
payment_socket,payment,socket,1,mem,orders,720,721,0.353,0.032,-0.321,0.351,38.349,37.998,0.353,0.034,-0.319
payment_socket,payment,socket,1,mem,shipping,720,721,0.001,0.0,-0.0,0.001,0.0,-0.0,0.001,0.0,-0.0
payment_socket,payment,socket,2,cpu,front-end,720,719,6.195,8.638,2.442,6.554,8.375,1.821,6.384,8.399,2.015
payment_socket,payment,socket,2,cpu,catalogue,720,719,7.685,8.501,0.816,8.202,8.84,0.638,8.246,8.976,0.729
payment_socket,payment,socket,2,cpu,user,720,717,6.248,12.414,6.166,6.259,27.341,21.082,6.12,12.454,6.335
payment_socket,payment,socket,2,cpu,carts,718,719,9.65,6.94,-2.709,9.662,6.783,-2.879,9.697,6.844,-2.853
payment_socket,payment,socket,2,cpu,orders,720,719,20.272,18.719,-1.553,20.428,18.471,-1.957,20.241,18.715,-1.526
payment_socket,payment,socket,2,cpu,shipping,720,719,28.431,27.023,-1.408,28.502,746.387,717.886,28.497,27.022,-1.475
payment_socket,payment,socket,2,mem,front-end,720,721,3.555,3.758,0.204,3.535,167.195,163.66,3.555,3.758,0.204
payment_socket,payment,socket,2,mem,catalogue,720,721,0.17,1.267,1.097,0.155,41.839,41.685,0.17,1.267,1.096
payment_socket,payment,socket,2,mem,user,720,721,0.398,1.103,0.705,0.375,72.295,71.92,0.398,1.103,0.705
payment_socket,payment,socket,2,mem,carts,720,721,0.616,0.693,0.077,0.616,0.694,0.077,0.615,0.693,0.078
payment_socket,payment,socket,2,mem,orders,720,721,0.05,0.047,-0.004,0.05,0.047,-0.004,0.05,0.047,-0.004
payment_socket,payment,socket,2,mem,shipping,720,721,0.018,0.018,0.0,0.017,4.666,4.649,0.018,0.018,0.0
payment_socket,payment,socket,3,cpu,front-end,720,721,8.627,11.057,2.43,8.627,11.057,2.43,8.351,10.842,2.491
payment_socket,payment,socket,3,cpu,catalogue,720,721,9.575,7.523,-2.052,9.555,7.576,-1.979,9.554,7.533,-2.021
payment_socket,payment,socket,3,cpu,user,720,721,8.038,6.917,-1.12,7.904,1011.111,1003.207,8.04,6.806,-1.234
payment_socket,payment,socket,3,cpu,carts,720,721,22.271,17.721,-4.549,22.271,17.721,-4.549,22.279,17.639,-4.64
payment_socket,payment,socket,3,cpu,orders,720,721,37.49,42.97,5.48,37.512,43.006,5.493,37.512,43.006,5.493
payment_socket,payment,socket,3,cpu,shipping,720,721,67.497,94.244,26.747,67.567,94.934,27.366,67.588,94.806,27.217
payment_socket,payment,socket,3,mem,front-end,720,721,3.286,3.486,0.2,3.282,3.488,0.206,3.282,3.488,0.206
payment_socket,payment,socket,3,mem,catalogue,720,721,0.249,0.612,0.363,0.249,0.611,0.362,0.251,0.616,0.366
payment_socket,payment,socket,3,mem,user,720,721,0.426,0.257,-0.169,0.428,0.25,-0.178,0.423,0.261,-0.162
payment_socket,payment,socket,3,mem,carts,720,721,0.014,0.037,0.023,0.012,14.561,14.549,0.014,0.037,0.023
payment_socket,payment,socket,3,mem,orders,720,721,0.031,0.157,0.126,0.027,29.557,29.529,0.031,0.157,0.126
payment_socket,payment,socket,3,mem,shipping,720,721,0.096,0.094,-0.002,0.094,50.507,50.413,0.096,0.094,-0.002
user_cpu,user,cpu,1,cpu,front-end,595,721,10.272,10.634,0.363,10.337,667.922,657.585,10.264,11.123,0.858
user_cpu,user,cpu,1,cpu,catalogue,720,721,18.997,14.499,-4.498,26.063,1167.387,1141.324,27.424,13.274,-14.149
user_cpu,user,cpu,1,cpu,carts,720,721,25.829,12.681,-13.147,18.095,1636.804,1618.709,18.816,10.964,-7.851
