scenario,target_service,fault_type,run_id,metric,other_service,n_pre,n_post,causal_RB~WB_pre,causal_RB~WB_post,causal_RB~WB_degrade,assoc_RB~RA_pre,assoc_RB~RA_post,assoc_RB~RA_degrade,assoc_RB~WA_pre,assoc_RB~WA_post,assoc_RB~WA_degrade
catalogue_socket,catalogue,socket,3,cpu,payment,720,721,13.152,10.016,-3.136,13.118,9.499,-3.619,12.726,10.413,-2.313
catalogue_socket,catalogue,socket,3,cpu,shipping,720,721,21.869,36.464,14.595,21.927,36.505,14.578,21.927,36.505,14.578
catalogue_socket,catalogue,socket,3,mem,front-end,720,721,3.511,3.136,-0.376,3.511,3.136,-0.376,3.511,3.136,-0.376
catalogue_socket,catalogue,socket,3,mem,user,720,721,0.318,0.961,0.643,0.324,98.367,98.044,0.319,0.957,0.637
catalogue_socket,catalogue,socket,3,mem,carts,720,721,0.017,0.243,0.226,0.017,0.145,0.128,0.017,0.243,0.226
catalogue_socket,catalogue,socket,3,mem,orders,720,721,0.098,0.928,0.83,0.098,0.928,0.83,0.098,0.928,0.83
catalogue_socket,catalogue,socket,3,mem,payment,720,721,0.152,2.238,2.086,0.144,19.248,19.104,0.152,2.238,2.086
catalogue_socket,catalogue,socket,3,mem,shipping,720,721,0.009,0.133,0.124,0.009,1.078,1.069,0.009,0.133,0.124
orders_cpu,orders,cpu,1,cpu,front-end,720,721,6.25,7.87,1.62,6.24,249.519,243.279,6.223,7.944,1.721
orders_cpu,orders,cpu,1,cpu,catalogue,720,721,6.331,10.352,4.021,6.39,10.542,4.152,6.361,10.391,4.03
orders_cpu,orders,cpu,1,cpu,user,720,721,8.856,7.553,-1.303,8.881,96.374,87.492,8.893,7.635,-1.258
orders_cpu,orders,cpu,1,cpu,carts,720,721,8.737,8.356,-0.381,8.787,382.464,373.677,8.841,8.11,-0.731
orders_cpu,orders,cpu,1,cpu,payment,720,721,7.24,10.97,3.729,7.39,10.983,3.592,7.359,10.975,3.616
orders_cpu,orders,cpu,1,cpu,shipping,720,721,13.078,14.585,1.508,13.051,696.982,683.931,13.078,14.585,1.508
orders_cpu,orders,cpu,1,mem,front-end,720,721,3.552,3.806,0.253,3.552,3.806,0.253,3.552,3.806,0.253
orders_cpu,orders,cpu,1,mem,catalogue,720,721,0.268,0.84,0.572,0.269,7.108,6.839,0.276,0.836,0.56
orders_cpu,orders,cpu,1,mem,user,720,721,0.212,0.81,0.597,0.21,9.686,9.476,0.213,0.809,0.597
orders_cpu,orders,cpu,1,mem,carts,720,721,0.004,0.01,0.006,0.004,0.318,0.314,0.004,0.01,0.006
orders_cpu,orders,cpu,1,mem,payment,720,721,0.638,0.419,-0.219,0.66,36.77,36.111,0.638,0.42,-0.218
orders_cpu,orders,cpu,1,mem,shipping,720,721,0.001,0.085,0.084,0.001,0.093,0.092,0.001,0.085,0.084
orders_cpu,orders,cpu,2,cpu,front-end,720,721,10.778,10.274,-0.504,10.732,10.335,-0.397,10.536,10.423,-0.114
orders_cpu,orders,cpu,2,cpu,catalogue,720,721,6.887,8.505,1.618,7.175,8.426,1.252,7.17,8.47,1.3
orders_cpu,orders,cpu,2,cpu,user,720,721,11.815,9.639,-2.176,11.815,9.639,-2.176,11.809,9.59,-2.218
orders_cpu,orders,cpu,2,cpu,carts,720,721,10.562,12.18,1.618,10.632,325.094,314.462,10.612,12.028,1.417
orders_cpu,orders,cpu,2,cpu,payment,720,721,8.292,9.871,1.579,7.925,606.914,598.988,8.321,9.874,1.553
orders_cpu,orders,cpu,2,cpu,shipping,720,721,22.787,21.95,-0.837,21.407,3660.368,3638.962,22.787,21.95,-0.837
orders_cpu,orders,cpu,2,mem,front-end,720,721,3.323,3.759,0.437,3.291,6.947,3.656,3.323,3.759,0.437
orders_cpu,orders,cpu,2,mem,catalogue,720,721,0.216,0.38,0.163,0.217,0.109,-0.108,0.217,0.378,0.161
orders_cpu,orders,cpu,2,mem,user,720,721,0.248,0.765,0.517,0.248,0.765,0.517,0.248,0.765,0.517
orders_cpu,orders,cpu,2,mem,carts,720,721,0.129,0.516,0.387,0.129,0.516,0.387,0.129,0.516,0.387
orders_cpu,orders,cpu,2,mem,payment,720,721,1.045,0.979,-0.065,0.933,13.035,12.102,1.039,0.98,-0.059
orders_cpu,orders,cpu,2,mem,shipping,720,721,0.022,0.013,-0.009,0.022,0.013,-0.009,0.022,0.013,-0.009
orders_cpu,orders,cpu,3,cpu,front-end,720,721,6.032,8.828,2.796,5.916,66.478,60.563,6.016,8.774,2.758
orders_cpu,orders,cpu,3,cpu,catalogue,720,721,8.718,10.687,1.969,8.645,83.156,74.511,8.662,10.6,1.937
orders_cpu,orders,cpu,3,cpu,user,719,721,8.16,8.713,0.553,8.365,7.74,-0.625,8.256,8.834,0.577
orders_cpu,orders,cpu,3,cpu,carts,718,721,20.894,16.262,-4.631,17.062,1964.014,1946.952,20.829,16.024,-4.805
orders_cpu,orders,cpu,3,cpu,payment,720,721,8.104,12.023,3.919,8.295,12.228,3.933,8.251,12.185,3.934
orders_cpu,orders,cpu,3,cpu,shipping,720,721,84.829,115.515,30.686,34.086,12659.336,12625.25,84.489,116.189,31.699
orders_cpu,orders,cpu,3,mem,front-end,720,721,3.367,3.331,-0.036,3.236,17.568,14.332,3.367,3.331,-0.036
orders_cpu,orders,cpu,3,mem,catalogue,720,721,0.186,0.637,0.451,0.185,0.369,0.184,0.186,0.638,0.452
orders_cpu,orders,cpu,3,mem,user,720,721,0.16,0.893,0.733,0.158,0.473,0.315,0.161,0.895,0.734
orders_cpu,orders,cpu,3,mem,carts,720,721,0.016,0.044,0.028,0.015,0.041,0.026,0.016,0.044,0.028
orders_cpu,orders,cpu,3,mem,payment,720,721,0.196,0.285,0.089,0.196,0.285,0.089,0.196,0.285,0.089
orders_cpu,orders,cpu,3,mem,shipping,720,721,0.089,0.19,0.101,0.089,0.193,0.104,0.089,0.19,0.101
orders_delay,orders,delay,1,cpu,front-end,720,721,8.068,5.657,-2.411,8.079,6.013,-2.066,8.226,6.093,-2.133
orders_delay,orders,delay,1,cpu,catalogue,720,721,8.455,8.887,0.432,8.333,8.901,0.568,8.499,8.857,0.358
orders_delay,orders,delay,1,cpu,user,720,721,7.504,8.283,0.779,7.727,8.465,0.738,7.779,8.475,0.696
orders_delay,orders,delay,1,cpu,carts,720,721,7.204,12.772,5.568,7.269,12.865,5.596,7.026,12.576,5.55
orders_delay,orders,delay,1,cpu,payment,720,721,8.093,9.123,1.031,7.973,9.125,1.152,8.06,9.154,1.095
orders_delay,orders,delay,1,cpu,shipping,720,721,8.563,9.928,1.365,8.572,9.91,1.338,8.552,9.916,1.364
orders_delay,orders,delay,1,mem,front-end,720,721,5.299,3.668,-1.631,5.299,3.668,-1.631,5.3,3.674,-1.626
orders_delay,orders,delay,1,mem,catalogue,720,721,0.314,0.604,0.29,0.313,0.594,0.28,0.314,0.604,0.29
orders_delay,orders,delay,1,mem,user,720,721,0.197,0.248,0.051,0.197,0.248,0.051,0.197,0.248,0.051
orders_delay,orders,delay,1,mem,carts,720,721,0.019,0.022,0.003,0.019,0.021,0.002,0.019,0.021,0.002
orders_delay,orders,delay,1,mem,payment,720,721,0.349,0.305,-0.044,0.351,0.307,-0.044,0.349,0.305,-0.044
orders_delay,orders,delay,1,mem,shipping,720,721,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.0
orders_delay,orders,delay,2,cpu,front-end,720,721,7.383,8.639,1.256,6.758,6.722,-0.036,7.383,8.639,1.256
orders_delay,orders,delay,2,cpu,catalogue,720,721,8.357,6.195,-2.162,8.337,6.351,-1.986,8.336,6.442,-1.894
orders_delay,orders,delay,2,cpu,user,720,721,7.595,7.167,-0.429,7.667,6.854,-0.813,7.595,7.167,-0.429
orders_delay,orders,delay,2,cpu,carts,720,721,42.476,133.649,91.173,28.479,66.128,37.648,42.476,133.649,91.173
orders_delay,orders,delay,2,cpu,payment,720,721,7.149,10.001,2.852,7.13,10.014,2.885,7.143,9.986,2.843
orders_delay,orders,delay,2,cpu,shipping,720,721,60.184,122.891,62.707,51.723,51.716,-0.006,60.184,122.891,62.707
orders_delay,orders,delay,2,mem,front-end,720,721,3.914,3.489,-0.425,3.9,3.577,-0.323,3.914,3.489,-0.425
orders_delay,orders,delay,2,mem,catalogue,720,721,3.259,3.795,0.536,1.795,3.013,1.218,3.258,3.827,0.568
orders_delay,orders,delay,2,mem,user,720,721,5.885,14.213,8.328,1.173,3.367,2.194,5.909,14.153,8.244
orders_delay,orders,delay,2,mem,carts,720,721,1.486,2.395,0.908,0.368,0.785,0.417,1.493,2.347,0.854
orders_delay,orders,delay,2,mem,payment,720,721,12.973,7.792,-5.181,10.579,25.155,14.576,12.974,7.786,-5.188
orders_delay,orders,delay,2,mem,shipping,720,721,0.512,1.184,0.672,0.113,0.208,0.095,0.512,1.184,0.672
orders_delay,orders,delay,3,cpu,front-end,720,721,7.842,9.021,1.179,8.066,9.274,1.208,8.033,9.31,1.278
orders_delay,orders,delay,3,cpu,catalogue,720,721,7.71,6.983,-0.727,7.868,7.11,-0.758,7.776,7.112,-0.664
orders_delay,orders,delay,3,cpu,user,720,721,11.061,7.181,-3.88,11.004,7.343,-3.661,10.851,7.515,-3.336
orders_delay,orders,delay,3,cpu,carts,720,721,46.314,51.804,5.49,46.314,51.804,5.49,46.314,51.804,5.49
orders_delay,orders,delay,3,cpu,payment,720,721,8.025,7.127,-0.898,8.025,7.127,-0.898,8.025,7.127,-0.898
orders_delay,orders,delay,3,cpu,shipping,720,721,35.319,44.081,8.762,35.326,44.04,8.714,35.321,44.417,9.096
orders_delay,orders,delay,3,mem,front-end,720,721,3.851,3.539,-0.311,3.851,3.539,-0.311,3.851,3.539,-0.311
orders_delay,orders,delay,3,mem,catalogue,720,721,0.514,1.319,0.804,0.514,1.319,0.804,0.512,1.322,0.81
orders_delay,orders,delay,3,mem,user,720,721,0.521,1.578,1.057,0.521,1.574,1.053,0.519,1.578,1.059
orders_delay,orders,delay,3,mem,carts,720,721,0.234,0.755,0.521,0.25,0.714,0.463,0.234,0.754,0.52
orders_delay,orders,delay,3,mem,payment,720,721,1.114,1.349,0.235,1.117,1.344,0.227,1.113,1.35,0.237
orders_delay,orders,delay,3,mem,shipping,720,721,0.051,0.029,-0.022,0.051,0.029,-0.022,0.051,0.029,-0.022
orders_disk,orders,disk,1,cpu,front-end,720,383,7.585,15.851,8.266,7.58,15.92,8.339,7.58,15.92,8.339
orders_disk,orders,disk,1,cpu,catalogue,720,387,8.642,15.706,7.064,8.951,15.97,7.019,8.944,16.602,7.658
orders_disk,orders,disk,1,cpu,user,720,355,7.826,24.793,16.967,7.817,24.625,16.808,7.81,25.368,17.557
orders_disk,orders,disk,1,cpu,carts,715,368,9.303,70.882,61.579,9.386,71.492,62.105,9.387,71.266,61.878
orders_disk,orders,disk,1,cpu,payment,720,371,9.139,15.54,6.4,9.269,16.59,7.321,9.035,25.124,16.089
orders_disk,orders,disk,1,cpu,shipping,720,396,48.283,78.917,30.634,48.179,95.158,46.979,48.125,102.041,53.916
orders_disk,orders,disk,1,mem,front-end,720,404,3.387,6.426,3.039,3.387,6.426,3.039,3.364,7.213,3.849
orders_disk,orders,disk,1,mem,catalogue,720,398,0.177,13.088,12.911,0.177,13.088,12.911,0.177,13.087,12.91
orders_disk,orders,disk,1,mem,user,720,404,0.168,30.293,30.125,0.168,30.293,30.125,0.168,30.293,30.125
orders_disk,orders,disk,1,mem,carts,720,404,0.018,8.954,8.937,0.018,8.954,8.937,0.018,8.953,8.936
orders_disk,orders,disk,1,mem,payment,720,404,0.116,14.679,14.563,0.102,15.547,15.444,0.113,14.825,14.712
orders_disk,orders,disk,1,mem,shipping,720,402,0.065,0.438,0.374,0.065,0.434,0.368,0.064,0.448,0.384
orders_disk,orders,disk,2,cpu,front-end,720,720,6.895,10.024,3.129,6.493,14.556,8.063,6.908,9.799,2.891
orders_disk,orders,disk,2,cpu,catalogue,720,721,7.116,9.014,1.898,7.116,9.014,1.898,7.116,9.014,1.898
orders_disk,orders,disk,2,cpu,user,720,721,9.482,10.43,0.948,9.21,9.211,0.001,9.482,10.43,0.948
orders_disk,orders,disk,2,cpu,carts,720,721,48.785,166.857,118.071,40.71,459.066,418.356,48.778,176.303,127.524
orders_disk,orders,disk,2,cpu,payment,720,721,7.817,14.879,7.062,7.837,15.131,7.293,7.793,17.308,9.515
orders_disk,orders,disk,2,cpu,shipping,720,721,70.458,200.77,130.313,53.358,1687.054,1633.696,70.458,200.77,130.313
orders_disk,orders,disk,2,mem,front-end,720,721,4.053,3.364,-0.69,4.005,32.074,28.069,4.046,3.669,-0.377
orders_disk,orders,disk,2,mem,catalogue,720,721,3.36,4.088,0.728,1.692,155.794,154.102,3.363,3.967,0.604
orders_disk,orders,disk,2,mem,user,720,721,4.483,12.651,8.169,1.206,189.718,188.512,4.483,12.651,8.169
orders_disk,orders,disk,2,mem,carts,720,721,1.426,2.08,0.654,0.55,70.354,69.804,1.427,2.027,0.601
orders_disk,orders,disk,2,mem,payment,720,721,10.023,5.461,-4.562,9.615,309.776,300.161,10.01,7.857,-2.154
orders_disk,orders,disk,2,mem,shipping,720,721,0.281,0.538,0.258,0.256,8.833,8.577,0.281,0.538,0.258
orders_disk,orders,disk,3,cpu,front-end,720,721,5.454,9.735,4.281,5.673,9.64,3.968,5.671,9.659,3.988
orders_disk,orders,disk,3,cpu,catalogue,720,721,8.71,8.118,-0.592,8.754,8.243,-0.512,8.8,8.238,-0.562
orders_disk,orders,disk,3,cpu,user,720,721,8.853,8.499,-0.354,8.743,10.215,1.471,8.882,8.513,-0.369
orders_disk,orders,disk,3,cpu,carts,720,721,9.207,11.579,2.372,9.127,17.026,7.899,9.107,11.478,2.371
orders_disk,orders,disk,3,cpu,payment,720,721,12.037,9.866,-2.171,12.001,9.509,-2.492,11.995,9.582,-2.414
orders_disk,orders,disk,3,cpu,shipping,720,719,76.191,83.998,7.807,84.51,1768.915,1684.405,76.227,84.094,7.867
orders_disk,orders,disk,3,mem,front-end,720,721,3.286,3.598,0.312,3.286,3.598,0.312,3.286,3.598,0.312
orders_disk,orders,disk,3,mem,catalogue,720,721,1.151,1.187,0.036,1.151,1.187,0.036,1.151,1.187,0.036
orders_disk,orders,disk,3,mem,user,720,721,0.282,1.059,0.776,0.17,149.207,149.038,0.283,1.059,0.776
orders_disk,orders,disk,3,mem,carts,720,721,0.238,0.112,-0.126,0.238,0.112,-0.126,0.238,0.112,-0.126
orders_disk,orders,disk,3,mem,payment,720,721,0.211,0.682,0.471,0.166,50.611,50.445,0.212,0.682,0.471
orders_disk,orders,disk,3,mem,shipping,720,721,0.135,0.125,-0.01,0.073,59.44,59.367,0.135,0.125,-0.01
orders_loss,orders,loss,1,cpu,front-end,720,721,8.022,5.462,-2.561,8.099,5.453,-2.646,7.796,8.795,0.999
orders_loss,orders,loss,1,cpu,catalogue,720,721,6.985,9.15,2.165,7.015,9.215,2.2,6.909,10.18,3.27
orders_loss,orders,loss,1,cpu,user,720,721,4.965,22.459,17.494,4.94,20.349,15.409,4.962,22.635,17.673
orders_loss,orders,loss,1,cpu,carts,720,721,7.95,8.444,0.494,7.957,9.185,1.228,7.878,12.082,4.204
orders_loss,orders,loss,1,cpu,payment,720,721,8.205,9.421,1.216,8.207,13.113,4.907,8.195,9.254,1.059
orders_loss,orders,loss,1,cpu,shipping,720,721,45.753,63.978,18.225,45.753,63.978,18.225,45.654,41.155,-4.499
orders_loss,orders,loss,1,mem,front-end,720,721,3.451,3.577,0.126,3.451,3.577,0.126,3.451,3.577,0.126
orders_loss,orders,loss,1,mem,catalogue,720,721,0.136,0.407,0.271,0.13,0.189,0.06,0.136,0.407,0.271
orders_loss,orders,loss,1,mem,user,720,721,0.634,0.574,-0.059,0.638,0.7,0.062,0.637,0.599,-0.038
orders_loss,orders,loss,1,mem,carts,720,721,0.006,0.014,0.008,0.006,0.014,0.008,0.006,0.014,0.008
orders_loss,orders,loss,1,mem,payment,720,721,0.202,0.676,0.474,0.202,0.692,0.49,0.202,0.676,0.475
orders_loss,orders,loss,1,mem,shipping,720,721,0.023,0.06,0.037,0.021,0.058,0.037,0.023,0.06,0.037
orders_loss,orders,loss,2,cpu,front-end,720,721,8.005,8.779,0.774,8.035,8.776,0.741,7.985,9.944,1.959
orders_loss,orders,loss,2,cpu,catalogue,720,721,6.436,7.02,0.584,6.52,6.894,0.374,6.519,6.916,0.396
orders_loss,orders,loss,2,cpu,user,720,721,11.296,12.244,0.948,11.329,11.344,0.015,11.197,13.422,2.225
orders_loss,orders,loss,2,cpu,carts,720,721,9.01,8.118,-0.892,9.041,8.029,-1.012,9.021,8.342,-0.679
orders_loss,orders,loss,2,cpu,payment,720,721,6.553,7.715,1.162,6.553,7.715,1.162,6.553,7.715,1.162
orders_loss,orders,loss,2,cpu,shipping,720,721,41.733,55.78,14.047,41.345,58.018,16.673,41.733,55.78,14.047
orders_loss,orders,loss,2,mem,front-end,720,721,3.671,4.864,1.193,3.677,4.874,1.197,3.562,4.761,1.199
orders_loss,orders,loss,2,mem,catalogue,720,721,0.169,0.392,0.223,0.085,0.218,0.133,0.169,0.392,0.223
orders_loss,orders,loss,2,mem,user,720,721,0.659,1.742,1.083,0.293,1.167,0.874,0.659,1.742,1.083
orders_loss,orders,loss,2,mem,carts,720,721,0.011,0.023,0.012,0.008,0.01,0.002,0.011,0.02,0.009
orders_loss,orders,loss,2,mem,payment,720,721,0.394,0.994,0.6,0.289,0.779,0.49,0.394,0.994,0.6
orders_loss,orders,loss,2,mem,shipping,720,721,0.049,0.075,0.025,0.049,0.05,0.001,0.05,0.067,0.018
orders_loss,orders,loss,3,cpu,front-end,720,720,7.36,8.024,0.665,7.426,7.926,0.499,7.309,8.197,0.889
orders_loss,orders,loss,3,cpu,catalogue,720,721,8.315,5.372,-2.943,8.34,5.14,-3.2,8.314,5.35,-2.964
orders_loss,orders,loss,3,cpu,user,720,721,8.712,7.864,-0.848,8.781,7.658,-1.123,8.676,8.319,-0.357
orders_loss,orders,loss,3,cpu,carts,720,720,22.71,29.722,7.012,22.71,29.722,7.012,22.71,29.722,7.012
orders_loss,orders,loss,3,cpu,payment,720,721,9.772,11.598,1.826,9.684,9.904,0.219,9.758,10.87,1.112
orders_loss,orders,loss,3,cpu,shipping,718,721,85.367,121.564,36.196,83.093,104.2,21.107,85.367,121.564,36.196
orders_loss,orders,loss,3,mem,front-end,720,721,3.446,3.432,-0.014,3.315,3.691,0.376,3.446,3.432,-0.014
orders_loss,orders,loss,3,mem,catalogue,720,721,0.251,1.335,1.084,0.247,1.336,1.088,0.248,1.308,1.06
orders_loss,orders,loss,3,mem,user,720,721,0.209,0.443,0.234,0.197,0.38,0.183,0.206,0.478,0.272
orders_loss,orders,loss,3,mem,carts,720,721,0.068,0.132,0.065,0.063,0.127,0.064,0.068,0.135,0.068
orders_loss,orders,loss,3,mem,payment,720,721,0.994,0.897,-0.097,0.96,0.907,-0.053,0.994,0.897,-0.097
orders_loss,orders,loss,3,mem,shipping,720,721,0.167,0.489,0.322,0.155,0.467,0.312,0.167,0.489,0.322
orders_mem,orders,mem,1,cpu,front-end,720,721,11.395,8.469,-2.925,11.428,8.601,-2.827,11.388,8.556,-2.832
orders_mem,orders,mem,1,cpu,catalogue,720,721,457.963,457.637,-0.326,453.984,31010.356,30556.372,457.963,457.637,-0.326
orders_mem,orders,mem,1,cpu,user,720,721,6.426,8.578,2.152,6.441,175.897,169.456,6.413,8.5,2.086
orders_mem,orders,mem,1,cpu,carts,720,721,8.564,14.147,5.583,8.441,164.751,156.31,8.393,14.175,5.781
orders_mem,orders,mem,1,cpu,payment,720,721,7.357,10.1,2.744,7.455,10.211,2.756,7.225,10.185,2.96
orders_mem,orders,mem,1,cpu,shipping,718,721,33.789,50.936,17.147,32.048,7080.973,7048.926,34.038,50.818,16.78
orders_mem,orders,mem,1,mem,front-end,720,721,3.103,3.463,0.36,3.098,132.35,129.253,3.103,3.463,0.36
orders_mem,orders,mem,1,mem,catalogue,720,721,0.173,0.507,0.335,0.159,70.542,70.383,0.173,0.507,0.335
orders_mem,orders,mem,1,mem,user,720,721,0.106,0.923,0.817,0.106,5.624,5.518,0.106,0.924,0.818
orders_mem,orders,mem,1,mem,carts,720,721,0.007,0.088,0.08,0.007,0.088,0.08,0.007,0.088,0.08
orders_mem,orders,mem,1,mem,payment,720,721,0.065,1.203,1.137,0.065,1.203,1.137,0.065,1.203,1.137
orders_mem,orders,mem,1,mem,shipping,720,721,0.02,0.241,0.22,0.02,1.13,1.11,0.02,0.241,0.22
orders_mem,orders,mem,2,cpu,front-end,720,721,7.944,6.632,-1.312,7.938,31.839,23.901,7.85,6.84,-1.01
orders_mem,orders,mem,2,cpu,catalogue,716,721,12.411,9.579,-2.832,12.431,18.648,6.218,12.421,9.821,-2.601
orders_mem,orders,mem,2,cpu,user,720,721,6.993,9.826,2.833,6.791,56.617,49.826,6.9,9.699,2.799
orders_mem,orders,mem,2,cpu,carts,720,721,7.64,6.078,-1.562,7.731,6.105,-1.626,7.109,6.212,-0.897
orders_mem,orders,mem,2,cpu,payment,720,721,7.933,9.088,1.155,8.026,9.0,0.974,7.9,9.133,1.233
orders_mem,orders,mem,2,cpu,shipping,720,721,33.216,41.642,8.426,21.939,1854.239,1832.301,33.183,41.737,8.554
orders_mem,orders,mem,2,mem,front-end,720,721,3.431,3.069,-0.362,3.456,3.085,-0.372,3.456,3.083,-0.372
orders_mem,orders,mem,2,mem,catalogue,720,721,0.179,0.411,0.232,0.179,0.411,0.232,0.179,0.411,0.232
orders_mem,orders,mem,2,mem,user,720,721,0.188,0.421,0.233,0.189,0.42,0.231,0.186,0.421,0.234
orders_mem,orders,mem,2,mem,carts,720,721,0.02,0.011,-0.009,0.02,0.011,-0.009,0.02,0.011,-0.009
orders_mem,orders,mem,2,mem,payment,720,721,0.045,0.243,0.197,0.045,0.243,0.197,0.045,0.243,0.197
orders_mem,orders,mem,2,mem,shipping,720,721,0.022,0.142,0.12,0.022,0.142,0.12,0.022,0.142,0.12
orders_mem,orders,mem,3,cpu,front-end,720,721,6.715,10.803,4.088,6.573,67.104,60.531,6.655,10.485,3.83
orders_mem,orders,mem,3,cpu,catalogue,720,721,6.008,7.399,1.391,5.98,20.131,14.15,6.071,7.426,1.354
orders_mem,orders,mem,3,cpu,user,720,721,6.816,7.894,1.078,6.826,7.915,1.089,6.823,7.882,1.059
orders_mem,orders,mem,3,cpu,carts,720,721,41.238,133.364,92.126,27.772,1963.753,1935.981,41.238,133.364,92.126
orders_mem,orders,mem,3,cpu,payment,720,721,9.002,10.117,1.115,9.002,10.117,1.115,9.002,10.117,1.115
orders_mem,orders,mem,3,cpu,shipping,720,721,65.513,135.657,70.144,48.046,3665.056,3617.011,65.513,135.657,70.144
orders_mem,orders,mem,3,mem,front-end,720,721,4.672,3.786,-0.885,4.415,289.234,284.82,4.665,3.761,-0.904
orders_mem,orders,mem,3,mem,catalogue,720,721,3.594,4.216,0.622,1.708,640.776,639.068,3.576,4.207,0.631
orders_mem,orders,mem,3,mem,user,720,721,4.261,14.866,10.605,1.135,612.776,611.641,4.265,14.868,10.603
orders_mem,orders,mem,3,mem,carts,720,721,1.625,2.763,1.139,0.25,292.586,292.336,1.621,2.764,1.143
orders_mem,orders,mem,3,mem,payment,720,721,12.976,7.796,-5.18,8.51,1945.65,1937.14,12.889,7.804,-5.085
orders_mem,orders,mem,3,mem,shipping,720,721,0.452,0.922,0.47,0.287,54.19,53.903,0.452,0.922,0.47
orders_socket,orders,socket,1,cpu,front-end,720,721,12.528,6.73,-5.798,12.14,28.386,16.246,12.344,7.013,-5.332
orders_socket,orders,socket,1,cpu,catalogue,720,721,8.869,6.917,-1.952,9.083,10.05,0.967,9.143,7.478,-1.665
orders_socket,orders,socket,1,cpu,user,720,721,9.777,10.289,0.511,7.701,48.975,41.274,8.153,9.331,1.178
orders_socket,orders,socket,1,cpu,carts,720,721,7.814,13.108,5.294,8.778,13.45,4.672,8.778,13.45,4.672
orders_socket,orders,socket,1,cpu,payment,720,721,12.383,12.419,0.036,15.188,10.918,-4.27,15.188,10.918,-4.27
orders_socket,orders,socket,1,cpu,shipping,720,721,13.503,13.843,0.34,17.37,11.516,-5.854,17.37,11.516,-5.854
orders_socket,orders,socket,1,mem,front-end,720,721,3.695,4.024,0.329,3.711,4.054,0.343,3.711,4.054,0.343
orders_socket,orders,socket,1,mem,catalogue,720,721,0.157,1.027,0.87,0.156,1.023,0.866,0.153,1.03,0.878
orders_socket,orders,socket,1,mem,user,720,721,0.253,0.397,0.145,0.253,0.397,0.145,0.253,0.397,0.145
orders_socket,orders,socket,1,mem,carts,720,721,0.014,0.041,0.027,0.015,0.041,0.026,0.015,0.041,0.026
orders_socket,orders,socket,1,mem,payment,720,721,0.388,0.246,-0.142,0.406,0.266,-0.139,0.383,0.269,-0.114
orders_socket,orders,socket,1,mem,shipping,720,721,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0
orders_socket,orders,socket,2,cpu,front-end,720,721,8.445,7.024,-1.421,8.474,7.086,-1.388,8.209,7.169,-1.04
orders_socket,orders,socket,2,cpu,catalogue,720,721,9.213,7.09,-2.123,9.02,23.26,14.239,9.2,7.083,-2.117
orders_socket,orders,socket,2,cpu,user,720,721,10.411,9.729,-0.682,10.312,24.959,14.647,10.383,9.666,-0.717
orders_socket,orders,socket,2,cpu,carts,720,721,10.384,7.371,-3.013,10.284,33.479,23.195,10.42,7.348,-3.072
orders_socket,orders,socket,2,cpu,payment,720,721,8.848,12.444,3.596,8.897,12.41,3.514,8.84,12.502,3.663
orders_socket,orders,socket,2,cpu,shipping,720,721,55.676,49.6,-6.076,57.029,49.323,-7.707,56.389,49.249,-7.14
orders_socket,orders,socket,2,mem,front-end,720,721,3.796,3.777,-0.019,3.823,3.753,-0.07,3.771,3.689,-0.082
orders_socket,orders,socket,2,mem,catalogue,720,721,0.216,0.8,0.584,0.141,0.813,0.672,0.215,0.8,0.585
orders_socket,orders,socket,2,mem,user,720,721,0.393,1.639,1.246,0.395,1.64,1.245,0.394,1.64,1.246
orders_socket,orders,socket,2,mem,carts,720,721,0.018,0.022,0.004,0.018,0.022,0.004,0.018,0.022,0.004
orders_socket,orders,socket,2,mem,payment,720,721,0.916,1.291,0.375,0.756,1.472,0.716,0.916,1.291,0.375
orders_socket,orders,socket,2,mem,shipping,720,721,0.131,0.191,0.06,0.131,0.191,0.06,0.131,0.191,0.06
orders_socket,orders,socket,3,cpu,front-end,720,721,7.828,6.772,-1.056,7.873,255.921,248.047,7.86,7.201,-0.659
orders_socket,orders,socket,3,cpu,catalogue,720,721,9.101,7.125,-1.976,9.101,7.125,-1.976,9.101,7.125,-1.976
orders_socket,orders,socket,3,cpu,user,720,721,7.623,7.417,-0.205,7.707,103.242,95.535,7.603,7.38,-0.223
orders_socket,orders,socket,3,cpu,carts,720,721,15.502,24.217,8.714,15.512,24.105,8.593,15.474,24.124,8.65
orders_socket,orders,socket,3,cpu,payment,720,721,8.358,10.773,2.415,8.143,208.198,200.055,8.313,10.864,2.551
orders_socket,orders,socket,3,cpu,shipping,720,721,79.692,99.175,19.483,72.547,7484.246,7411.698,79.738,99.235,19.497
orders_socket,orders,socket,3,mem,front-end,720,721,5.221,3.653,-1.568,5.279,3.613,-1.666,5.279,3.613,-1.666
orders_socket,orders,socket,3,mem,catalogue,720,721,0.413,0.592,0.179,0.405,2.915,2.51,0.42,0.588,0.168
orders_socket,orders,socket,3,mem,user,720,721,0.492,0.366,-0.125,0.496,0.362,-0.134,0.493,0.364,-0.13
orders_socket,orders,socket,3,mem,carts,720,721,0.05,0.215,0.165,0.026,0.482,0.456,0.05,0.215,0.165
